dataset,model,graph_mode,seeding,technique,seed,n_parameters,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
BasicMotions,hybrid_tgnn,adaptive_nosvd_correlation_nothresh,noSVD,correlation,42,105770,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_nosvd_correlation_nothresh,noSVD,correlation,123,105770,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_nosvd_correlation_nothresh,noSVD,correlation,456,105770,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_nosvd_correlation_nothresh,noSVD,correlation,789,105770,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_nosvd_correlation_nothresh,noSVD,correlation,1024,105770,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_nosvd_correlation_top50,noSVD,correlation,42,105770,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_nosvd_correlation_top50,noSVD,correlation,123,105770,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_nosvd_correlation_top50,noSVD,correlation,456,105770,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_nosvd_correlation_top50,noSVD,correlation,789,105770,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_nosvd_correlation_top50,noSVD,correlation,1024,105770,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_mean,,correlation,42,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_mean,,correlation,123,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_mean,,correlation,456,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_mean,,correlation,789,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_mean,,correlation,1024,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_meanstd,,correlation,42,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_meanstd,,correlation,123,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_meanstd,,correlation,456,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_meanstd,,correlation,789,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_meanstd,,correlation,1024,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_nothresh,,correlation,42,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_nothresh,,correlation,123,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_nothresh,,correlation,456,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_nothresh,,correlation,789,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_nothresh,,correlation,1024,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_top50,,correlation,42,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_top50,,correlation,123,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_top50,,correlation,456,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_top50,,correlation,789,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,predefined_correlation_top50,,correlation,1024,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,cnn_bigru,none,none,none,42,554820,0.9,0.8967171717171717,0.8967171717171716,0.9020833333333332,0.9
BasicMotions,cnn_bigru,none,none,none,123,554820,0.875,0.8734335839598998,0.8734335839598997,0.8762626262626263,0.875
BasicMotions,cnn_bigru,none,none,none,456,554820,0.925,0.9212503183091418,0.9212503183091416,0.9356060606060608,0.925
BasicMotions,cnn_bigru,none,none,none,789,554820,0.925,0.9246411483253588,0.9246411483253588,0.9305555555555556,0.925
BasicMotions,cnn_bigru,none,none,none,1024,554820,0.925,0.9246411483253588,0.9246411483253588,0.9305555555555556,0.925
BasicMotions,lstm,none,none,none,42,568452,1.0,1.0,1.0,1.0,1.0
BasicMotions,lstm,none,none,none,123,568452,0.9,0.8967171717171717,0.8967171717171716,0.9020833333333332,0.8999999999999999
BasicMotions,lstm,none,none,none,456,568452,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,lstm,none,none,none,789,568452,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,lstm,none,none,none,1024,568452,0.9,0.8920454545454546,0.8920454545454545,0.9166666666666669,0.9
BasicMotions,tcn,none,none,none,42,204036,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,tcn,none,none,none,123,204036,1.0,1.0,1.0,1.0,1.0
BasicMotions,tcn,none,none,none,456,204036,1.0,1.0,1.0,1.0,1.0
BasicMotions,tcn,none,none,none,789,204036,1.0,1.0,1.0,1.0,1.0
BasicMotions,tcn,none,none,none,1024,204036,1.0,1.0,1.0,1.0,1.0
BasicMotions,transformer,none,none,none,42,407492,1.0,1.0,1.0,1.0,1.0
BasicMotions,transformer,none,none,none,123,407492,1.0,1.0,1.0,1.0,1.0
BasicMotions,transformer,none,none,none,456,407492,1.0,1.0,1.0,1.0,1.0
BasicMotions,transformer,none,none,none,789,407492,1.0,1.0,1.0,1.0,1.0
BasicMotions,transformer,none,none,none,1024,407492,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive,SVD,none,42,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive,SVD,none,123,106055,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,adaptive,SVD,none,456,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive,SVD,none,789,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive,SVD,none,1024,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_binary,SVD,binary,42,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_binary,SVD,binary,123,106055,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,adaptive_binary,SVD,binary,456,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_binary,SVD,binary,789,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_binary,SVD,binary,1024,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_correlation,SVD,correlation,42,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_correlation,SVD,correlation,123,106055,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,adaptive_correlation,SVD,correlation,456,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_correlation,SVD,correlation,789,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_correlation,SVD,correlation,1024,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_dtw,SVD,dtw,42,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_dtw,SVD,dtw,123,106055,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,adaptive_dtw,SVD,dtw,456,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_dtw,SVD,dtw,789,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_dtw,SVD,dtw,1024,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_knn,SVD,knn,42,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_knn,SVD,knn,123,106055,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,adaptive_knn,SVD,knn,456,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_knn,SVD,knn,789,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,adaptive_knn,SVD,knn,1024,106055,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined,,none,42,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined,,none,123,105863,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,predefined,,none,456,105863,0.95,0.950956937799043,0.9509569377990432,0.9583333333333334,0.95
BasicMotions,a3tgcn,predefined,,none,789,105863,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,predefined,,none,1024,105863,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,predefined_correlation,,correlation,42,105863,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,predefined_correlation,,correlation,123,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined_correlation,,correlation,456,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined_correlation,,correlation,789,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined_correlation,,correlation,1024,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined_dtw,,dtw,42,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined_dtw,,dtw,123,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined_dtw,,dtw,456,105863,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,predefined_dtw,,dtw,789,105863,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,predefined_dtw,,dtw,1024,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined_knn_correlation,,correlation,42,105863,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,a3tgcn,predefined_knn_correlation,,correlation,123,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined_knn_correlation,,correlation,456,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined_knn_correlation,,correlation,789,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,a3tgcn,predefined_knn_correlation,,correlation,1024,105863,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive,SVD,none,42,204229,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,dcrnn,adaptive,SVD,none,123,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive,SVD,none,456,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive,SVD,none,789,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive,SVD,none,1024,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_binary,SVD,binary,42,204229,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,dcrnn,adaptive_binary,SVD,binary,123,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_binary,SVD,binary,456,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_binary,SVD,binary,789,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_binary,SVD,binary,1024,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_correlation,SVD,correlation,42,204229,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,dcrnn,adaptive_correlation,SVD,correlation,123,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_correlation,SVD,correlation,456,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_correlation,SVD,correlation,789,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_correlation,SVD,correlation,1024,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_dtw,SVD,dtw,42,204229,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,dcrnn,adaptive_dtw,SVD,dtw,123,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_dtw,SVD,dtw,456,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_dtw,SVD,dtw,789,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_dtw,SVD,dtw,1024,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_knn,SVD,knn,42,204229,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,dcrnn,adaptive_knn,SVD,knn,123,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_knn,SVD,knn,456,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_knn,SVD,knn,789,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,adaptive_knn,SVD,knn,1024,204229,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined,,none,42,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined,,none,123,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined,,none,456,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined,,none,789,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined,,none,1024,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_correlation,,correlation,42,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_correlation,,correlation,123,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_correlation,,correlation,456,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_correlation,,correlation,789,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_correlation,,correlation,1024,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_dtw,,dtw,42,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_dtw,,dtw,123,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_dtw,,dtw,456,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_dtw,,dtw,789,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_dtw,,dtw,1024,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_knn_correlation,,correlation,42,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_knn_correlation,,correlation,123,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_knn_correlation,,correlation,456,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_knn_correlation,,correlation,789,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,dcrnn,predefined_knn_correlation,,correlation,1024,204037,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive,SVD,none,42,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive,SVD,none,123,105925,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_gru,adaptive,SVD,none,456,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive,SVD,none,789,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive,SVD,none,1024,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_binary,SVD,binary,42,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_binary,SVD,binary,123,105925,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_gru,adaptive_binary,SVD,binary,456,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_binary,SVD,binary,789,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_binary,SVD,binary,1024,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_correlation,SVD,correlation,42,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_correlation,SVD,correlation,123,105925,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_gru,adaptive_correlation,SVD,correlation,456,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_correlation,SVD,correlation,789,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_correlation,SVD,correlation,1024,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_dtw,SVD,dtw,42,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_dtw,SVD,dtw,123,105925,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_gru,adaptive_dtw,SVD,dtw,456,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_dtw,SVD,dtw,789,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_dtw,SVD,dtw,1024,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_knn,SVD,knn,42,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_knn,SVD,knn,123,105925,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_gru,adaptive_knn,SVD,knn,456,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_knn,SVD,knn,789,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,adaptive_knn,SVD,knn,1024,105925,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined,,none,42,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined,,none,123,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined,,none,456,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined,,none,789,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined,,none,1024,105733,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_gru,predefined_correlation,,correlation,42,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_correlation,,correlation,123,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_correlation,,correlation,456,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_correlation,,correlation,789,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_correlation,,correlation,1024,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_dtw,,dtw,42,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_dtw,,dtw,123,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_dtw,,dtw,456,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_dtw,,dtw,789,105733,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_gru,predefined_dtw,,dtw,1024,105733,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_gru,predefined_knn_correlation,,correlation,42,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_knn_correlation,,correlation,123,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_knn_correlation,,correlation,456,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_knn_correlation,,correlation,789,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_gru,predefined_knn_correlation,,correlation,1024,105733,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive,SVD,none,42,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive,SVD,none,123,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive,SVD,none,456,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive,SVD,none,789,138821,0.95,0.95,0.95,0.95,0.95
BasicMotions,gconv_lstm,adaptive,SVD,none,1024,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_binary,SVD,binary,42,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_binary,SVD,binary,123,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_binary,SVD,binary,456,138821,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_lstm,adaptive_binary,SVD,binary,789,138821,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_lstm,adaptive_binary,SVD,binary,1024,138821,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_lstm,adaptive_correlation,SVD,correlation,42,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_correlation,SVD,correlation,123,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_correlation,SVD,correlation,456,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_correlation,SVD,correlation,789,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_correlation,SVD,correlation,1024,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_dtw,SVD,dtw,42,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_dtw,SVD,dtw,123,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_dtw,SVD,dtw,456,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_dtw,SVD,dtw,789,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_dtw,SVD,dtw,1024,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_knn,SVD,knn,42,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_knn,SVD,knn,123,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_knn,SVD,knn,456,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_knn,SVD,knn,789,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,adaptive_knn,SVD,knn,1024,138821,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined,,none,42,138629,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,gconv_lstm,predefined,,none,123,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined,,none,456,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined,,none,789,138629,0.95,0.95,0.95,0.95,0.95
BasicMotions,gconv_lstm,predefined,,none,1024,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_correlation,,correlation,42,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_correlation,,correlation,123,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_correlation,,correlation,456,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_correlation,,correlation,789,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_correlation,,correlation,1024,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_dtw,,dtw,42,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_dtw,,dtw,123,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_dtw,,dtw,456,138629,0.95,0.949874686716792,0.949874686716792,0.9545454545454546,0.95
BasicMotions,gconv_lstm,predefined_dtw,,dtw,789,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_dtw,,dtw,1024,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_knn_correlation,,correlation,42,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_knn_correlation,,correlation,123,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_knn_correlation,,correlation,456,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_knn_correlation,,correlation,789,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,gconv_lstm,predefined_knn_correlation,,correlation,1024,138629,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive,SVD,none,42,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive,SVD,none,123,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive,SVD,none,456,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive,SVD,none,789,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive,SVD,none,1024,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_binary,SVD,binary,42,105926,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,hybrid_tgnn,adaptive_binary,SVD,binary,123,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_binary,SVD,binary,456,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_binary,SVD,binary,789,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_binary,SVD,binary,1024,105926,0.975,0.974937343358396,0.974937343358396,0.9772727272727272,0.975
BasicMotions,hybrid_tgnn,adaptive_correlation,SVD,correlation,42,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_correlation,SVD,correlation,123,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_correlation,SVD,correlation,456,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_correlation,SVD,correlation,789,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_correlation,SVD,correlation,1024,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_dtw,SVD,dtw,42,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_dtw,SVD,dtw,123,105926,1.0,1.0,1.0,1.0,1.0
BasicMotions,hybrid_tgnn,adaptive_dtw,SVD,dtw,456,105926,1.0,1.0,1.0,1.0,1.0
