dataset,model,graph_mode,seed,n_folds,n_parameters,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,macro_precision_mean,macro_recall_mean,weighted_accuracy
DSA,hybrid_tgnn,adaptive,456,8,620245,0.868421052631579,0.0443546627020929,0.8425600664852215,0.0604900969238499,0.8425600664852215,0.8574412015033008,0.868421052631579,0.8692982456140351
DSA,hybrid_tgnn,adaptive,789,8,620245,0.8430921052631579,0.0387914670054458,0.8160171635795666,0.0477546661631149,0.8160171635795666,0.8271428613234076,0.8430921052631579,0.8407894736842105
DSA,hybrid_tgnn,predefined_coarse,1024,8,620245,0.8346491228070175,0.0702494127651204,0.8069543446769984,0.0847662509983479,0.8069543446769983,0.8278831248389648,0.8346491228070175,0.8346491228070175
DSA,hybrid_tgnn,predefined_coarse,123,8,620245,0.8137061403508772,0.0614034108708492,0.7870687257441926,0.0645453095999423,0.7870687257441926,0.8308664744600347,0.8137061403508772,0.8137061403508772
DSA,hybrid_tgnn,predefined_coarse,42,8,620245,0.8531798245614035,0.0424033161936992,0.8265436480936856,0.0563691410289554,0.8265436480936856,0.8463910613194334,0.8531798245614035,0.8531798245614035
DSA,hybrid_tgnn,predefined_coarse,456,8,620245,0.8440789473684212,0.0554243506846496,0.8171114081228037,0.0665992160041657,0.8171114081228036,0.8265324237812637,0.8440789473684209,0.844078947368421
DSA,hybrid_tgnn,predefined_coarse,789,8,620245,0.8163377192982455,0.042775948379577,0.7879990301359783,0.0506116507575539,0.7879990301359784,0.8142676700776885,0.8163377192982455,0.8163377192982456
DSA,hybrid_tgnn,predefined_correlation_mean,1024,8,621781,0.7889254385964912,0.0739473391552667,0.7611896862028122,0.0822038031078088,0.7611896862028121,0.7909010409428543,0.7889254385964912,0.7889254385964912
DSA,hybrid_tgnn,predefined_correlation_mean,123,8,621781,0.8006578947368421,0.0872330271805724,0.7716078740392014,0.0969954370200458,0.7716078740392014,0.7968335099394407,0.8006578947368421,0.8006578947368421
DSA,hybrid_tgnn,predefined_correlation_mean,42,8,621781,0.818311403508772,0.0499835258717496,0.7888747459228924,0.0633279429155862,0.7888747459228924,0.8117142906542543,0.818311403508772,0.818311403508772
DSA,hybrid_tgnn,predefined_correlation_mean,456,8,621781,0.787719298245614,0.0585127829446574,0.7548708528883648,0.0605270622618074,0.7548708528883648,0.7848398008231283,0.787719298245614,0.787719298245614
DSA,hybrid_tgnn,predefined_correlation_mean,789,8,621781,0.7989035087719298,0.1084866005089887,0.7712643390365254,0.1169168757206613,0.7712643390365252,0.7934452678433996,0.7989035087719298,0.7989035087719298
DSA,hybrid_tgnn,predefined_fine,1024,8,621781,0.7256578947368422,0.0371767125536167,0.6892784557999215,0.0450016665028877,0.6892784557999215,0.7149874604871893,0.7256578947368422,0.7256578947368421
DSA,hybrid_tgnn,predefined_fine,123,8,621781,0.6600877192982457,0.0682296016934388,0.6177592948113486,0.0816642166398897,0.6177592948113486,0.6556354972606322,0.6600877192982457,0.6600877192982456
DSA,hybrid_tgnn,predefined_fine,42,8,621781,0.681030701754386,0.0914817423511104,0.6494924671489595,0.0962353757898098,0.6494924671489595,0.6887608867747297,0.681030701754386,0.681030701754386
DSA,hybrid_tgnn,predefined_fine,456,8,621781,0.662390350877193,0.0767549342085683,0.6189940356073865,0.0801360784215761,0.6189940356073866,0.6513896004420159,0.6623903508771929,0.662390350877193
DSA,hybrid_tgnn,predefined_fine,789,8,621781,0.6868421052631579,0.0605644426063504,0.6484421730868837,0.066966442987403,0.6484421730868835,0.6836327396180006,0.6868421052631579,0.6868421052631579
DSA,lstm,none,1024,8,2334739,0.7919956140350877,0.0657272183514965,0.7567349613611731,0.079799855753303,0.7567349613611734,0.7801846647859061,0.7919956140350877,0.7919956140350877
DSA,lstm,none,123,8,2334739,0.7880482456140352,0.0753874999078195,0.7504184119271102,0.0937061754259013,0.7504184119271102,0.7918777763403568,0.788048245614035,0.7880482456140351
DSA,lstm,none,42,8,2334739,0.8051535087719299,0.0722040098109468,0.7620362244918013,0.0932061283273068,0.7620362244918013,0.775902740222023,0.8051535087719299,0.8051535087719298
DSA,lstm,none,456,8,2334739,0.781030701754386,0.0569212031898147,0.7418684701547694,0.0712023965429819,0.7418684701547695,0.7686745645310216,0.7810307017543859,0.7810307017543859
DSA,lstm,none,789,8,2334739,0.787061403508772,0.054353679579594,0.745883227837473,0.0617546738506424,0.745883227837473,0.7715756397277151,0.7870614035087719,0.787061403508772
DSA,tcn,none,1024,8,831379,0.7760964912280701,0.0853605568698386,0.7365423465953529,0.1005924829985825,0.7365423465953529,0.7557522797148833,0.7760964912280701,0.7760964912280702
DSA,tcn,none,123,8,831379,0.7808114035087719,0.0694070286246229,0.742216473878473,0.0890010988120409,0.742216473878473,0.7630709117283269,0.7808114035087719,0.780811403508772
DSA,tcn,none,42,8,831379,0.8030701754385965,0.0670321238847637,0.7684301837050256,0.085179616903414,0.7684301837050256,0.7728320531155706,0.8030701754385965,0.8030701754385965
DSA,tcn,none,456,8,831379,0.800219298245614,0.052493880544438,0.762936506480256,0.0640212405207804,0.762936506480256,0.7891457645245659,0.800219298245614,0.800219298245614
DSA,tcn,none,789,8,831379,0.7862938596491228,0.1083386047975221,0.7543790058333871,0.1142795525076453,0.7543790058333872,0.7720302817023735,0.7862938596491228,0.7862938596491228
DSA,transformer,none,1024,8,2156819,0.881469298245614,0.0717375981680477,0.8600468715323104,0.0913122530552001,0.8600468715323104,0.8698225116814657,0.881469298245614,0.881469298245614
DSA,transformer,none,123,8,2156819,0.8781798245614035,0.0631722655129607,0.8573450033506098,0.0818532767612728,0.8573450033506098,0.8752894537064032,0.8781798245614035,0.8781798245614035
DSA,transformer,none,42,8,2156819,0.8800438596491228,0.0619504929230365,0.8609428552439735,0.0769198335213184,0.8609428552439735,0.886640635447012,0.8800438596491228,0.8800438596491228
DSA,transformer,none,456,8,2156819,0.8698464912280701,0.0661466001456923,0.8504659268632709,0.0793259337013157,0.8504659268632709,0.8767876644626811,0.8698464912280701,0.8698464912280702
DSA,transformer,none,789,8,2156819,0.9028508771929824,0.078501114494738,0.8870997305749713,0.0957433671481164,0.8870997305749713,0.903094734341845,0.9028508771929824,0.9028508771929824
